Command,Type,X,Y,Parameters,Raw_Hex
318,UNKNOWN,0,0,"150",96
319,UNKNOWN,0,0,"151",97
320,LINEAR_MOVE,38656,919,"",0300979703
321,UNKNOWN,0,0,"0",00
322,UNKNOWN,0,0,"150",96
323,UNKNOWN,0,0,"151",97
324,LINEAR_MOVE,38656,919,"",0300979703
325,UNKNOWN,0,0,"0",00
326,UNKNOWN,0,0,"150",96
327,UNKNOWN,0,0,"151",97
328,LINEAR_MOVE,38656,8088,"",030097981f
329,UNKNOWN,0,0,"0",00
330,UNKNOWN,0,0,"0",00
331,UNKNOWN,0,0,"0",00
